id,Q,A
56024,아 그래? 키키 그래도 결혼기념일은 챙기지 않아?,그게… 이번 첫 결혼기념일은 출산 준비하느라 정신이 없어서 그냥 보냈네 ㅠㅠ 슬프군 ㅠ 생각해 보니
56042,오 필라테스? 키키 어때? 그것도 막 땀 나고 그래?,땀 줄줄 정말 힘들어… 고상한 운동인 줄 알았는데 아니야 죽을 맛이야 키키
56044,근데 그건 달리기도 안 하는데? 키키,응 안 하는데 왜 힘들지? 키키 갑자기 이해가 안 되네 키키 집에 갈 때 온몸이 후덜덜이야
56059,키키 기다려야 하고 줄 서야 하잖아,그건 그래… 힘들긴 해… 그래도 그렇게 햐서 먹으면 행복해
56072,그래 겨울 오면 애기도 감기 걸릴라 ㅜㅜ,못 나가지… ㅠㅠ 슬프다 지금도 못 나가는데 키키1 : 요즘 물가가 장난 아닌 거 같아
56111,나는 강아지 용품 키키 우리 둘 다 우리한텐 안 쓰네,키키 슬프노 이것도 키키 우리 꺼 좀 사 보자 우리 키키
56122,오... 근데 또 막 랭킹 이런 거에 신경 쓸 수도 있겠다,무한 경쟁 사회 키키 어디서든 ㅠㅠ 경쟁이네 힘들다 힘들어 키키
56123,노래만 부르는 거랑 댄스까지 하는 거랑 또 다르겠지?,다르지 더 힘들지 않을까?1 : 나 쿵푸 팬더 영화 진짜 좋아하는데 키키
56145,헉... 진심? ㅜㅜ 그래서 어떻게 했어 ㅜㅜ 이사 갔나,그래서 개 입을 단속 시켰지... 진짜 힘들었다 ㅜ ㅠㅠ
56146,아이고 ㅜㅜ 강아지가 힘들었겠네 ㅜㅜ 보호자가 아파트 살아가꼬 ㅜㅜ,키키 지금 12년 됐는데 주택 가서 호강 시켜주야겠노... 휴
56164,아이고야 ㅜㅜ 진짜 돈 벌기가 힘이 든다 ㅜㅜ,응..맞아 키키 남의 돈 벌어먹기 힘들다 진짜
56189,그러니까 ㅜㅜ 나는 나 혼자니까 뭔가 결정도 힘들고,맞다... 크니까 의지된다는 점이 좋긴 하던데...
56242,근데 어제 창문 열고 잤는데 아침에 목 아프더라?,목이? 인후두염? 이런 건가 ? 건조해서?
56275,근데 도수 치료 받으려면 어짜피 허리가 아프든 어디 아파야 할걸?,아 아파야지 되는구나 키 크기 위한 도수 치료는 안 되겠지 키키
56328,그럴까 봐 조마조마,경차는 언덕 올라가기 힘들어 ㅠ1 : 요즘 코로나 때문에  회식은 안 하겠네? 키키
56333,키키 뭐 코로나가 진짜 좋은 점도 있네 키키,좋은 점이 있긴 한데 안 좋은 게 너무 커서 힘들다 ㅠㅠ
56346,그러니까 학교 가는 게 사회성 기르는 목적이 제일 큰데,교육에 있어서 인성 사회성이 젤 중요하다고 생각하는데 그 부분이 힘들어지는 거 같아 ㅠㅠ
56349,맞아 요새 대학생들도 오티 엠티 이런 것도 못 가보고 전문대생은 졸업한다든데 ㅜㅜ,진짜 학생들은 정상적이고 평범한 학창 시절을 그렇게 보내야 하는 거니까 너무 슬프다
56350,그러니까 진짜 그런 추억으로 다 힘들 때 버티고 사는 건데 ㅜㅜ,그래도 코로나가 장기화 되면서 온라인 수업도 체계화 되어 가는 거 같아서 다행이긴 해
56369,진짜 키키 나가면 그걸 내가 다 해야 하잖아,맞아 혼자 살면 이제 모든 걸 나 혼자 감당해야 되니까 굉장히 힘들 거 같아1 : 내 동생 남친 집에 햄스터 키움 키키
56384,아직 물이 무서워서,물이 무서우면 수영 배우기 엄청 힘들 거 같아
56397,그러니까 키키 사람 자체가 성격이 좋은 건지,나도 돈 좀 더 모아서 게임 할 수 있는 컴퓨터 맞추고 싶어 키키1 : 이제 힘들어서 휴양지 위주로 여행하고 싶다 키키
56414,진짜 키키 추석 지나고도 10월에 연휴 많아서 계속 날씨 좋기를,황금연휴에 명절인데 비 오고 날씨 안 좋으면 모두가 힘들 꺼야1 : 스미싱 피해 또 생겼네 사건이 끊이지 않는다
56578,동생은 왜 아프노 오 시골? 벌초 가셨나?,아니 시골 집에 주말마다 갘 키키 작은 귀농이랄까?
56579,동생은 왜 아프노 오 시골? 벌초 가셨나?,키키 동생은 장염
56580,엥? 뭐 잘못 묵었노,키키 몰라 자꾸 대구만 오면 저래 아프노 키키
56597,그러니까 치맥을 못 한다! 그게 아쉬움,와 진짜 그건 너무 슬프잖아 키키
56601,레이저로 지지고 있음 키키 진짜 아프다,으아... 미쳐 ㅠㅠ 어디 다니는데?
56681,그러니까... ㅜㅜ 거의 독학해서 수능 치는 느낌 아닐까?,그니깐... ㅠㅠ 애들 진짜 힘들 것 같다 ㅠㅠ
56716,그 공 날라가는 거 키키 그리고 실제 골프장 가면 뭔가 탁 트인 느낌?,오... 신기하다... 근데 그 포즈랑도 엄청 힘들다던데
56881,체력이 너무 떨어져서... 어때요?,보기엔 마냥 쉬워 보였는데 생각보다 많이 힘들더라
56883,글쵸 ㅜㅜ 그래서 더 힘들 것 같아요,그래도 체력이 전혀 없다면 필라테스로 시작하는 거 좋은 거 같아
56887,맞아요 멀면 가기도 힘들고 하하,맞아 키키 그리고 운동하고 나면 피곤해서 얼른 집에 가서 쉬어야 돼1 : 예전에 알투비투 게임 알아요? 하하
56888,맞아요 멀면 가기도 힘들고 하하,아니 키키 들어는 본 거 같아
56902,넵 하하 취업하기 전에 한번 돌까 해요 하하,키키 진짜 꼭! 취업하고 나면 바빠서 시간 내기 힘들거야 키키
56978,키키 요즘은 몸 생각해서 안주 많이 먹어줘야 함 키키,아 그치... 우리가 나이가 나이인지라... 키키 아 맘 아프네
56984,서울살이 이래 힘들어가... 살아가겠나... 싶다 ㅜㅜ,...그래도 우리 이렇게까지 버텼잖아... 뭐... 어떻게든 되겠지... 그렇다고 지방으로 다시 내려가긴 억울하잖아 ㅠ
57000,키키 니도 운전 배워! 면허는 따놨잖아!,칼퇴는 무슨 키키 맘 아프다 키키 항상 야근이지 뭐
57029,백신 맞고 아프시진 않으셨대?,응 키키 우리 아빠는 다음날 술도 드셨는걸ㅠㅠ 멀쩡하시대 키키
57043,백신 맞은 사람들은 일부 해외여행 된다고 하더만... ㅜㅜ,아... 마음 아프다... 우리 고슴이... 좋은 곳 갔을 거야...
57045,그러게 ㅜㅜ 고슴이랑 버디랑 같이 있었으면 더 좋았을 텐데,응 ㅠㅠ 맞어 ㅠㅠ 근데 버디가 엄청 괴롭혔을것 같아 키키
57050,반려 동물을 키우는 게 행복하기도 하고 맘 아프기도 하고 그런 것 같당! ㅜ 하하,그치... 그래도 나는 다행인 게 너네가 고슴이 보내고 너무 힘들어했는데 버디가 와서 참 다행이고 행복이라고 생각해1 : 야 니 지난준가? 클라이밍 했다고 했었제?
57051,반려 동물을 키우는 게 행복하기도 하고 맘 아프기도 하고 그런 것 같당! ㅜ 하하,맞어 키키 클라이밍 엄청 재미있어! 같이 가자!
57109,응응 난 병원을 자주 안 가다 보니까...ㅜㅜ,그러면 나중에 조금이라도 아프면 쌩돈 나가잖아 ㅠ
57112,맞제 ㅜㅜ 너무 내 건강에 자부심을 가졌나보다 ㅜㅜ,야... 우리 나이 이제 꺽였닼키키 아프기 시작할 나이라고 ㅠ
57234,오... 동생은 진짜 별 생각 없었나보당 ㅠㅠ 남자친구 쪽이 저렇게까지 나오면...빼박...키키,중간에서 동생이 대처를 잘 했어야 했는데 키키 중간 힘들짆아요 키키
57282,근데 또 요즘 신혼여행 해외로 안 가니까 자유 여행? 힘들고 무조건 여행사 껴야 된다는 말이 있더라ㅠㅠ,해외여행 처음은 가이드 필수일 것 같아요 키키 국제 미아되면 어떡해 키키
57324,난 입술 필러! 키키 근데 입술이 특히나 아프다 카데ㅠㅠ,입술 피부가 얇아서 그런 건가요
57396,마티즈는 힘들지 속도도 안 나고,맞아여 ㅠㅠ 무시도 많이 하고...
57397,마티즈는 힘들지 속도도 안 나고,저는 바꾸고 싶은데 돈이 없어서... ㅠㅠ
57448,병원 고르기도 힘들겠어 보험도 안 되고,맞아요 ㅠㅠ 진짜... 보험 안 되는게 너무 힘든 것 같아요 ㅠㅠ
57494,그러게 밤에만 오네 왜 그러는 건지,그러니깐요 ㅠㅠ 아까 산책 할 때도 너무 힘들었어요 ㅠㅠ
57519,당연하지 힘들어서 처음에 못 따라올지도 몰라,오... 대박적! 진짜 궁금하네요?
57520,당연하지 힘들어서 처음에 못 따라올지도 몰라,근데 거기 운동장도 있으니 운동하기 진짜 좋긴 해요
57544,이번에 아프간 같은 내용이라서 지금 인기 많아,아 진짜요? ㅠㅠ 아부지가 봤을 때도 괜찮았나요?
57574,키키 개불편해 키키 찝찝하고 한 번에 잘 가는 것도 없고,환승하는 것도 힘들어; 사람은 많고 시간은 오래 걸리고;
57592,키키 에다가 속까지 좁은 거지 키키,진짜 사회생활 힘들다; 먹고 살기 힘들어;
57618,키키 나는 맏이만 아니면 언니 오빠 다 상관없음 키키,키키 맏이 쫌 힘들기는 하지...
57635,애 있으면 이제 여행은 불가능,만나도 대화 주제가 달라지고... 그건 쫌 슬프네...
57660,그러니까 키키 좋아하는 일을 직업으로 하는 것도 진짜 힘들고 그걸로 성공까지 하면 키키,나도 좋아하는 걸 직업으로 하면서 즐기면서 하고 싶다~
57669,키키 진짜 이것도 시대운이야 키키,그렇게 생각하니까 쫌 슬프지노;
57671,키키 하필 우리 때가 인구도 제일 많아서 취업절벽이야 ㅠㅠ,살기 힘들다 힘들어...
57730,키키 오케이 인정 키키 건강이 먼저지 키키,키키 아~ 힘들었다;
57760,지금 신카 하나 더 만들까 고민 중 키키 혜택 더 좋은 걸로,카드마다 혜택이 너무 달라서 고르기도 힘들기는 하지;
57799,분양은 진짜 엄두도 못내 그나마 예전엔 분양된 거 프리미엄주고 샀는데 요즘 또 전매 제한있고ㅜ 새아파트 가기도 힘들어졌어,그쵸 프리미엄도 너무 비싸더라구요 ㅜ... 2-3억하더라구요...
57800,분양은 진짜 엄두도 못내 그나마 예전엔 분양된 거 프리미엄주고 샀는데 요즘 또 전매 제한있고ㅜ 새아파트 가기도 힘들어졌어,저출산 고령화 사회인데 분양하면 그 아파트들은 다 어디로 가는지 ㅠㅠ...
57822,맞아 200이면 훨씬 여유가 생길 것 같아 나중에 교육비도 더들어 갈텐데 맞벌이 아니면 힘들 것 같아서 걱정이야,맞아요 교육비 지출이 앞으로 크니까 맞벌이 해야겠더라구요 ㅜ
57834,나도 차라리 군대 키키 규칙적으로 운동 되고 밥 주고 월급도 나오고 키키 출산보다 나은 것 같아,쉴 수 있는 시간도 재정비 시간도 없고 임신 중에도 잠 못 자고 힘들어서ㅜ1 : 첫째 선생님 오는 학습지 같은 거 사교육 시키는 거 있어?
57840,선생님들 유명한 곳으로 가려면 엄청 공부 힘들게 시킬 것 같기도 키키 여기도 학구열 높은 엄마들은 벌써부터 난리야,저는 학구열에 휩쓸리지 않으려 했는데 어쩔 수없이 신경 쓰이네요ㅠㅠ
57856,그 부부 과연 헤어졌을라나?,"신혼여행 후에 많이 헤어진다고 하더라구요  결혼식 준비가 너무 힘들고 지쳤는데, 몸이 예민하고 피곤할 때 바로 신혼 여행 가서 진짜 성격 드러난데요 하하 그래서 많이 다툰다고!"
57872,키우고 싶다 진짜 아파트만 아니면 키키 아무래도 아파트에선 키우기 힘들어ㅜ,강아지는 확실히 마당 있는 주택에서 키워야 좋을 꺼 같아요!1 : 오늘 이라크랑 축구 하던데 과연 이기려나?
57873,키우고 싶다 진짜 아파트만 아니면 키키 아무래도 아파트에선 키우기 힘들어ㅜ,오늘 축구 하는지도 몰랐네요 ㅠㅠㅋ
57874,키우고 싶다 진짜 아파트만 아니면 키키 아무래도 아파트에선 키우기 힘들어ㅜ,우리나라 축구 수준이 어느 정도인지 요즘 관심이 없어서 ㅠㅠ
57884,야외 활동도 요즘 많이 못하니까 더 그런 것 같아 밖에서 좀 더 뛰고 해야 되는데 ㅜ,맞아요 마스크 쓰고 뛰려 하니 숨차하기도 하고 비염이 더 심해져서 ㅜ 마스크 없이 활동 할 수 있으면 모를까... ㅜ 힘들어 보이더라구요 ㅠ1 : 요즘 티브이에서 게임 광고 엄청 많이 나오더라 그게 돈이 되나봐 사람들이 생각보다 엄청 많이 하는 것 같아
57908,웅 키키 작년 겨울엔 썰매도 잘 타고 눈 많이 와가지고 키키 대전 원래 눈 많이 안 오는데 갑자기 많이 와서 썰매 구하기 힘들었어 키키,맞아요 그리고 조금 오고 안 온다고 하고 오래 많이 와서 키키 썰매도 엄청 비싸게 팔고 ㅠ
57912,맞아 점점 지구가 뜨거워져서 해수면 높아지고 속도도 빨라지고 우리 애들 세대 어째ㅜ,점점 더 지구에서 살기 힘들어지는거같아요ㅠ 옆에선 미세먼지 아래에선 방사능 ㅠ
57920,여론도 범죄자 인권보다 피해자 편인데 좀 법과 제도 좀 강하게 못하나ㅜ 이젠 막 화가 날 정도야,맞아요... 애기가 얼마나 힘들었을지...
57928,키키 거기다가 아프가니스탄 구출 작전도 실패하고 국외 정치에서도 우리나라에 밀려나고 아주 꼬소해 꼬소해 키키,맞아요 우리나라가 국력 기술이 되니까 구출한거지 일본은 자국민조차 구조를 못했으니 자국민 보호 안되는 국가가 무슨 소용이있는지! 키키
57945,키키 지금처럼 밝은 모습 그대로 컸음 좋겠어 해맑은 건 진짜 장점인데,맞아요 앞으로 힘들고 절망적인 일에 부닥칠텐데 씩씩하게 잘 이겨내고 밝게 자라면 좋겠어용! 키키
57950,신체 건강한 게 최고야 진짜. 아프면 다 소용 없는듯,맞아요 건강 잃으면 다 필요 없어요 건강이 최고에요 ㅠㅠ!
57984,넷플릭스에서 개봉하고 이러니 개봉 느낌도 안 날 것 같아,맞아요 ㅠㅠ 예술 계열 많이 힘들다 하더라구요 전시회도 못하구 ㅠ
58013,매번 택시 타거나 대리 하는 것도 힘들어,키키 택시...택시비 장난 아니지ㅠㅠ
58014,매번 택시 타거나 대리 하는 것도 힘들어,와... 택시비도 많이 올라서
58023,맞아 키키 경차가 할인 혜택도 많고 합리적이지,자영업자들도 힘들다고 하고... 직장인들도 힘들고 문제다 ㅠㅠ
58025,나는 1년 단위로 계약을 하니까 더 힘들어 키키,아 1년 단위로 계약을 하는구나...
58026,나는 1년 단위로 계약을 하니까 더 힘들어 키키,휴 언니도 스트레스 많이 받겠다 ㅠ
58027,실적이 안 좋아서 조건 협상 같은 거 할 때 할 말도 없고,아 ㅠㅠ 진짜 실적이... 지금 언어라서 현 상황과 많이 힘들지 ㅠㅠ
58028,이럴 때는 힘들었어도 직장 생활할 때가 그립기도 하고,어쩔 수 없는 상황이다 보니... 많아 옛날이 그리워...
58029,이럴 때는 힘들었어도 직장 생활할 때가 그립기도 하고,나도 일할 때가 그리워 ㅠㅠ
58032,더 늦기 전에 공무원으로 재취업 준비할까 고민이 많네,정말... 와 또 공부하려면 힘들 텐데... 참 고민이 많겠다...
58051,맞지 키키 성인 피아노 학원 알아봤는데 비용이 어휴,뭘 배우기도 힘들어
58063,별것도 아닌 건데 엄마랑 자꾸 투닥거리게 돼서,글쿠나... 아휴 이해하고 잘 지내야 되는데 참 그게 힘들 때도 있어
58064,물론 엄마를 사랑하지만 뭔가 요즘은 답답할 때도 있고,그렇구나... 요즘 언니가 일도 힘들고 그래서 더 예민할 수도 있고 ㅠㅠ
58082,햄스터나 토끼 키우는 사람도 많던데,아 진짜 어릴 때 햄스터 키웠는데... 그래도 키우기가 너무 힘들어 ㅠㅠ
58085,뭐니 뭐니 해도 멍냥이가 최고인 거 같아,진짜...특이한 건...힘들 듯...
